Time_s,Current_A
170.0,11.1686
171.0,13.8816
172.0,15.3499
173.0,15.5803
174.0,14.4212
175.0,13.3116
176.0,10.9558
177.0,9.8592
178.0,9.4394
179.0,10.6848
180.0,13.988
181.0,15.8565
182.0,21.0309
183.0,24.2106
184.0,28.0483
185.0,30.8197
186.0,31.0673
187.0,29.838
188.0,28.1377
189.0,26.3465
190.0,23.5772
191.0,22.4704
192.0,22.0072
193.0,22.5044
194.0,25.3411
195.0,26.9138
196.0,27.8584
197.0,29.9591
198.0,29.5694
199.0,28.6458
200.0,25.0819
201.0,21.4691
202.0,17.4637
203.0,13.67
204.0,9.8307
205.0,8.4897
206.0,8.1774
207.0,9.0725
208.0,11.7596
209.0,13.0702
210.0,13.7733
211.0,15.0516
212.0,14.756
213.0,12.4465
214.0,8.8342
215.0,6.5223
216.0,5.0175
217.0,3.1189
218.0,3.9309
219.0,5.9405
220.0,8.413
221.0,12.677
222.0,15.4245
223.0,19.7718
224.0,22.4635
225.0,23.111
226.0,24.0234
227.0,21.6202
228.0,20.4555
229.0,19.3728
230.0,19.3943
231.0,18.9009
232.0,21.8177
233.0,24.2037
234.0,27.118
235.0,30.8213
236.0,33.0114
237.0,33.6614
238.0,33.341
239.0,31.0964
240.0,-0.461
241.0,0.422
242.0,0.1804
243.0,-1.2013
244.0,1.586
245.0,-0.8937
246.0,-0.0269
247.0,-0.477
248.0,20.2032
249.0,20.6097
250.0,20.4528
251.0,18.7182
252.0,15.8651
253.0,12.8292
254.0,8.8268
255.0,5.0838
256.0,3.4779
257.0,2.4637
258.0,3.442
259.0,5.4696
260.0,7.8203
261.0,11.0537
262.0,14.2489
263.0,15.91
264.0,16.1703
265.0,15.5978
266.0,14.6478
267.0,12.2601
268.0,11.4837
269.0,10.9173
270.0,11.9567
271.0,14.8933
272.0,18.2982
273.0,22.3928
274.0,26.6097
275.0,29.3742
276.0,31.6605
277.0,31.7764
278.0,31.0963
279.0,28.8944
280.0,26.451
281.0,24.2532
282.0,22.0078
283.0,22.5837
284.0,21.9315
285.0,23.3862
286.0,26.3434
287.0,28.0516
288.0,29.0654
289.0,28.9023
290.0,27.0254
291.0,23.699
292.0,20.1638
293.0,15.5957
294.0,12.3322
295.0,8.9109
296.0,7.0188
297.0,7.0557
298.0,8.4302
299.0,9.8944
300.0,11.7992
301.0,13.7635
302.0,14.3513
303.0,13.4621
304.0,11.7964
305.0,9.6806
306.0,6.4743
307.0,4.4703
308.0,3.8121
309.0,4.5269
310.0,6.7586
311.0,10.5026
312.0,14.2757
313.0,17.968
314.0,21.5386
315.0,23.5552
316.0,24.9944
317.0,24.6196
318.0,23.6323
319.0,21.5324
320.0,20.6569
321.0,20.4344
322.0,20.2906
323.0,22.2107
324.0,24.9983
325.0,27.6876
326.0,30.8719
327.0,32.8882
328.0,33.6983
329.0,32.5727
330.0,30.6488
331.0,27.5152
332.0,24.0911
333.0,20.2828
334.0,17.9459
335.0,15.157
336.0,15.4901
337.0,15.9826
338.0,18.1784
339.0,18.3859
340.0,19.1818
341.0,19.0218
342.0,16.8827
343.0,14.8219
344.0,11.2521
345.0,7.964
346.0,4.8861
347.0,3.4374
348.0,2.4787
349.0,2.8374
350.0,5.0042
351.0,8.6862
352.0,11.2723
353.0,15.3801
354.0,16.9966
355.0,16.9946
356.0,15.9943
357.0,15.9101
358.0,13.7619
359.0,13.1247
360.0,-0.91
361.0,-0.1843
362.0,-0.5734
363.0,0.2066
364.0,-0.4803
365.0,0.1033
366.0,-0.7279
367.0,0.8692
368.0,32.6462
369.0,31.6951
370.0,29.5686
371.0,26.1082
372.0,23.3528
373.0,22.6039
374.0,21.4485
375.0,21.423
376.0,23.7122
377.0,24.9929
378.0,27.1379
379.0,27.6596
380.0,28.2008
381.0,26.3914
382.0,22.5767
383.0,19.127
384.0,14.7431
385.0,11.1485
386.0,7.3092
387.0,6.4403
388.0,6.5389
389.0,6.6281
390.0,8.8664
391.0,10.7008
392.0,13.1272
393.0,14.2981
394.0,14.2171
395.0,12.1603
396.0,10.5768
397.0,7.0241
398.0,5.0495
399.0,4.9362
400.0,5.7695
401.0,7.7498
402.0,10.3173
403.0,15.208
404.0,18.8748
405.0,23.2058
406.0,25.4946
407.0,25.9905
408.0,25.8406
409.0,24.3114
410.0,22.9669
411.0,21.8348
412.0,20.286
413.0,21.2333
414.0,22.3606
415.0,24.7426
416.0,27.9511
417.0,30.3195
418.0,32.4194
419.0,32.7489
420.0,33.0562
421.0,29.8729
422.0,26.1026
423.0,22.5276
424.0,18.671
425.0,15.7217
426.0,14.3685
427.0,14.0627
428.0,14.3019
429.0,15.6906
430.0,17.2581
431.0,17.3224
432.0,17.4723
433.0,17.2103
434.0,14.7566
435.0,10.676
436.0,7.5229
437.0,4.4428
438.0,3.6762
439.0,2.4977
440.0,3.1629
441.0,5.3189
442.0,8.3695
443.0,12.5793
444.0,15.2039
445.0,16.9595
446.0,18.0523
447.0,17.4788
448.0,17.3544
449.0,15.525
450.0,14.0181
451.0,14.3736
452.0,14.8311
453.0,16.7849
454.0,21.1201
455.0,24.6434
456.0,27.8049
457.0,31.1521
458.0,32.5939
459.0,32.5675
460.0,32.1973
461.0,30.1936
462.0,25.9499
463.0,23.9494
464.0,21.4015
465.0,20.5092
466.0,20.7052
467.0,21.8126
468.0,23.8973
469.0,25.1507
470.0,26.4663
471.0,26.0153
472.0,24.2121
473.0,20.9181
474.0,17.1261
475.0,13.4461
476.0,9.5269
477.0,6.121
478.0,5.1369
479.0,5.4825
480.0,-0.6745
481.0,-0.3115
482.0,0.1462
483.0,-0.3822
484.0,-0.2009
485.0,-1.7018
486.0,-1.3151
487.0,0.1177
488.0,8.3776
489.0,6.2281
490.0,6.2175
491.0,6.0799
492.0,8.9683
493.0,11.9709
494.0,16.3475
495.0,20.8073
496.0,23.9855
497.0,26.5588
498.0,28.08
499.0,27.0472
500.0,26.198
501.0,23.5437
502.0,22.5236
503.0,21.9545
504.0,20.5657
505.0,22.5914
506.0,25.4364
507.0,27.864
508.0,30.6398
509.0,31.9681
510.0,32.6511
511.0,31.4279
512.0,29.3924
513.0,25.4155
514.0,21.3939
515.0,17.2767
516.0,14.274
517.0,12.5683
518.0,12.5223
519.0,12.9642
520.0,14.6957
521.0,16.9238
522.0,17.4085
523.0,16.8793
524.0,16.2105
525.0,13.1553
526.0,9.3488
527.0,6.4579
528.0,3.3277
529.0,2.2554
530.0,2.203
531.0,4.2221
532.0,6.3545
533.0,9.622
534.0,13.6887
535.0,15.6256
536.0,18.7513
537.0,19.8511
538.0,18.6309
539.0,18.5017
540.0,16.6995
541.0,15.2469
542.0,15.3994
543.0,17.0194
544.0,18.434
545.0,21.7388
546.0,25.2477
547.0,28.7388
548.0,32.258
549.0,33.1244
550.0,33.4868
551.0,31.7816
552.0,29.5727
553.0,26.4005
554.0,23.7081
555.0,20.8462
556.0,19.8159
557.0,19.6172
558.0,20.9118
559.0,22.8456
560.0,24.5113
561.0,24.6482
562.0,25.0017
563.0,23.4548
564.0,20.065
565.0,16.7664
566.0,11.5599
567.0,7.6455
568.0,4.7318
569.0,4.7621
570.0,4.6636
571.0,5.9176
572.0,8.409
573.0,10.3929
574.0,13.9223
575.0,14.1599
576.0,14.1433
577.0,13.2811
578.0,11.3379
579.0,9.2222
580.0,7.2772
581.0,7.2793
582.0,8.7292
583.0,10.8439
584.0,14.4572
585.0,17.7955
586.0,21.7842
587.0,25.644
588.0,28.0459
589.0,29.347
590.0,27.7296
591.0,27.4792
592.0,24.7913
593.0,22.8385
594.0,21.4956
595.0,21.2299
596.0,23.3853
597.0,25.1862
598.0,27.187
599.0,29.5421
600.0,34.8657
601.0,37.1001
602.0,37.6131
603.0,38.1238
604.0,39.2671
605.0,39.4865
606.0,38.349
607.0,38.9049
608.0,38.1085
609.0,37.6662
610.0,37.3742
611.0,36.5299
612.0,35.7227
613.0,35.5102
614.0,37.489
615.0,37.3327
616.0,38.4158
617.0,39.6263
618.0,40.9182
619.0,41.8148
620.0,42.3801
621.0,42.7411
622.0,42.8693
623.0,42.1736
624.0,41.2668
625.0,40.5179
626.0,39.1982
627.0,38.7776
628.0,36.1815
629.0,37.0451
630.0,36.8414
631.0,35.6303
632.0,36.7819
633.0,37.4834
634.0,37.9103
635.0,38.9865
636.0,39.5158
637.0,41.036
638.0,40.7088
639.0,40.4278
640.0,39.3928
641.0,37.5059
642.0,36.381
643.0,35.3404
644.0,33.2806
645.0,32.8911
646.0,31.6696
647.0,31.167
648.0,31.5593
649.0,31.7784
650.0,32.0618
651.0,33.43
652.0,33.3039
653.0,34.6179
654.0,34.9838
655.0,34.6494
656.0,34.5426
657.0,33.1779
658.0,33.0089
659.0,31.3321
660.0,29.9095
661.0,29.3463
662.0,27.6883
663.0,26.7959
664.0,26.5387
665.0,27.6329
666.0,27.4941
667.0,29.6212
668.0,29.1703
669.0,31.7897
670.0,32.1815
671.0,32.7953
672.0,33.014
673.0,33.4092
674.0,32.885
675.0,32.6905
676.0,31.4518
677.0,30.5688
678.0,29.5595
679.0,29.1099
680.0,29.0237
681.0,28.3898
682.0,29.1256
683.0,30.9289
684.0,31.9509
685.0,33.2163
686.0,34.7129
687.0,36.1206
688.0,36.7737
689.0,37.3271
690.0,37.9638
691.0,37.3515
692.0,37.4385
693.0,35.9098
694.0,36.2386
695.0,35.3198
696.0,34.742
697.0,34.855
698.0,35.3286
699.0,35.6592
700.0,35.4565
701.0,36.8777
702.0,38.4658
703.0,40.0342
704.0,41.3733
705.0,41.7253
706.0,42.5559
707.0,42.2192
708.0,41.9047
709.0,40.8681
710.0,40.106
711.0,38.8807
712.0,38.0273
713.0,38.0244
714.0,36.7074
715.0,37.9898
716.0,37.3633
717.0,37.8081
718.0,38.2089
719.0,39.7741
720.0,40.1836
721.0,41.2151
722.0,42.6496
723.0,41.6645
724.0,41.8185
725.0,40.3267
726.0,39.5042
727.0,38.9092
728.0,36.5453
729.0,36.1794
730.0,34.5991
731.0,33.2677
732.0,33.3053
733.0,33.3994
734.0,33.5764
735.0,33.2882
736.0,34.3604
737.0,35.2889
738.0,35.9518
739.0,36.5556
740.0,36.3482
741.0,35.3177
742.0,35.1988
743.0,34.1739
744.0,32.8362
745.0,31.6671
746.0,30.281
747.0,29.0739
748.0,28.1464
749.0,27.2032
750.0,28.1562
751.0,28.568
752.0,29.389
753.0,29.734
754.0,30.7998
755.0,32.5183
756.0,32.6971
757.0,33.2628
758.0,32.8999
759.0,32.4333
760.0,32.0306
761.0,30.4934
762.0,29.7319
763.0,28.5999
764.0,27.9382
765.0,27.6607
766.0,27.9565
767.0,28.183
768.0,29.7655
769.0,30.0851
770.0,31.7113
771.0,32.9689
772.0,34.9503
773.0,35.4168
774.0,36.3663
775.0,35.5812
776.0,36.1227
777.0,35.8956
778.0,34.8883
779.0,34.5262
780.0,33.2138
781.0,33.5185
782.0,33.7299
783.0,32.9072
784.0,33.5145
785.0,35.2704
786.0,36.5818
787.0,37.1382
788.0,38.5652
789.0,39.8473
790.0,40.3616
791.0,41.093
792.0,41.1995
793.0,41.027
794.0,40.7106
795.0,39.9751
796.0,39.5629
797.0,37.6573
798.0,37.755
799.0,36.8804
800.0,36.9171
801.0,37.557
802.0,37.5268
803.0,39.0662
804.0,40.0392
805.0,41.2047
806.0,41.9882
807.0,43.4229
808.0,42.368
809.0,42.167
810.0,41.4749
811.0,40.5023
812.0,39.2363
813.0,38.6401
814.0,37.4622
815.0,35.5916
816.0,34.7205
817.0,34.851
818.0,34.441
819.0,35.2658
820.0,35.7075
821.0,35.7719
822.0,37.7423
823.0,38.4353
824.0,37.7892
825.0,37.8321
826.0,37.651
827.0,36.832
828.0,35.8032
829.0,34.9771
830.0,32.6679
831.0,31.0677
832.0,29.7069
833.0,29.1726
834.0,29.0606
835.0,29.8184
836.0,29.2986
837.0,30.2901
838.0,31.0534
839.0,32.4139
840.0,33.7017
841.0,32.9792
842.0,33.1555
843.0,33.5479
844.0,32.8153
845.0,32.3939
846.0,30.8122
847.0,29.3081
848.0,28.66
849.0,28.0768
850.0,27.5187
851.0,27.3642
852.0,27.9859
853.0,28.8107
854.0,29.9752
855.0,30.9294
856.0,31.8717
857.0,33.1397
858.0,34.4524
859.0,34.1871
860.0,34.819
861.0,34.2978
862.0,33.9412
863.0,33.7153
864.0,32.4915
865.0,31.7292
866.0,30.6838
867.0,31.3735
868.0,31.5751
869.0,32.831
870.0,32.8558
871.0,34.3527
872.0,35.7956
873.0,37.7543
874.0,38.3612
875.0,39.5072
876.0,40.264
877.0,40.3075
878.0,39.8651
879.0,39.5959
880.0,39.1946
881.0,37.5114
882.0,37.1896
883.0,36.266
884.0,36.7377
885.0,35.7336
886.0,36.5849
887.0,37.7657
888.0,39.2978
889.0,39.8252
890.0,40.7857
891.0,42.7462
892.0,42.1032
893.0,42.1046
894.0,43.0341
895.0,42.1173
896.0,41.0223
897.0,40.5899
898.0,39.1822
899.0,37.689
900.0,36.424
901.0,36.6087
902.0,36.2129
903.0,35.9906
904.0,37.1909
905.0,36.7022
906.0,37.3287
907.0,38.4566
908.0,39.3502
909.0,39.8165
910.0,39.6008
911.0,39.4045
912.0,37.933
913.0,37.8527
914.0,35.8672
915.0,34.8957
916.0,33.209
917.0,32.0928
918.0,31.3029
919.0,30.8137
920.0,30.8615
921.0,31.4769
922.0,31.6475
923.0,32.634
924.0,33.1089
925.0,34.3832
926.0,33.9416
927.0,34.9919
928.0,33.9294
929.0,32.6766
930.0,32.3004
931.0,30.7849
932.0,30.1491
933.0,28.4044
934.0,27.576
935.0,26.4347
936.0,26.8593
937.0,26.348
938.0,27.3484
939.0,29.2478
940.0,30.3903
941.0,31.4024
942.0,31.879
943.0,33.0305
944.0,33.4918
945.0,33.092
946.0,33.8502
947.0,32.9902
948.0,31.7471
949.0,30.9862
950.0,30.2901
951.0,28.8503
952.0,29.3661
953.0,29.3926
954.0,29.8802
955.0,31.1564
956.0,33.2572
957.0,34.2168
958.0,35.1594
959.0,36.9013
960.0,38.2452
961.0,38.7058
962.0,38.6052
963.0,38.1748
964.0,38.2368
965.0,37.4187
966.0,36.8405
967.0,36.0221
968.0,35.6754
969.0,34.8394
970.0,35.7537
971.0,35.8668
972.0,37.5247
973.0,37.5807
974.0,39.8396
975.0,40.493
976.0,41.2545
977.0,42.1279
978.0,42.6143
979.0,42.9066
980.0,42.5272
981.0,41.3224
982.0,40.5385
983.0,40.3026
984.0,39.0843
985.0,37.7045
986.0,36.9812
987.0,36.8161
988.0,37.1958
989.0,37.0638
990.0,38.1435
991.0,38.4778
992.0,40.1835
993.0,40.9957
994.0,40.9655
995.0,41.8307
996.0,40.3341
997.0,39.4579
998.0,39.0164
999.0,38.0038
1000.0,36.8324
1001.0,34.6153
1002.0,34.077
1003.0,32.795
1004.0,32.2925
1005.0,32.668
1006.0,32.8911
1007.0,32.5899
1008.0,34.5511
1009.0,35.2576
1010.0,35.0608
1011.0,35.8101
1012.0,35.8375
1013.0,35.3402
1014.0,34.235
1015.0,33.0967
1016.0,32.0677
1017.0,31.2021
1018.0,29.6981
1019.0,28.3125
1020.0,28.0931
1021.0,26.3794
1022.0,28.1381
1023.0,27.5277
1024.0,28.9198
1025.0,29.6281
1026.0,30.5932
1027.0,32.4885
1028.0,32.5015
1029.0,33.1532
1030.0,32.9427
1031.0,32.7334
1032.0,31.8547
1033.0,30.4021
1034.0,30.3533
1035.0,28.8931
1036.0,27.8381
1037.0,28.0032
1038.0,28.8974
1039.0,29.1813
1040.0,29.6255
1041.0,30.8376
1042.0,32.2217
1043.0,34.5671
1044.0,35.1402
1045.0,36.1474
1046.0,37.0211
1047.0,36.9414
1048.0,36.5946
1049.0,36.152
1050.0,35.5226
1051.0,34.7826
1052.0,34.4076
1053.0,33.6663
1054.0,33.7858
1055.0,33.6906
1056.0,34.3796
1057.0,34.527
1058.0,36.9324
1059.0,38.0775
1060.0,39.6969
1061.0,39.3359
1062.0,42.2366
1063.0,41.8714
1064.0,42.4739
1065.0,41.3082
1066.0,41.3184
1067.0,39.7658
1068.0,38.9545
1069.0,39.0378
1070.0,37.4537
1071.0,37.1741
1072.0,37.3578
1073.0,37.5097
1074.0,38.0117
1075.0,38.9863
1076.0,40.8128
1077.0,40.816
1078.0,41.7374
1079.0,42.5997
1080.0,42.7595
1081.0,42.5055
1082.0,41.5896
1083.0,39.8378
1084.0,39.6779
1085.0,37.2042
1086.0,36.4807
1087.0,34.9538
1088.0,34.4362
1089.0,34.178
1090.0,34.1532
1091.0,34.5259
1092.0,35.6013
1093.0,35.8773
1094.0,36.3348
1095.0,37.4067
1096.0,37.8125
1097.0,36.8003
1098.0,37.0849
1099.0,36.2963
1100.0,34.7502
1101.0,34.0678
1102.0,32.0414
1103.0,30.8213
1104.0,29.5978
1105.0,28.9068
1106.0,28.101
1107.0,28.0228
1108.0,29.6767
1109.0,29.4323
1110.0,30.2733
1111.0,30.7284
1112.0,32.1296
1113.0,32.401
1114.0,33.7925
1115.0,33.3654
1116.0,32.1462
1117.0,32.4833
1118.0,30.947
1119.0,29.3462
1120.0,27.4969
1121.0,28.6708
1122.0,26.8034
1123.0,26.7187
1124.0,28.2296
1125.0,29.6247
1126.0,30.3248
1127.0,31.2855
1128.0,32.6059
1129.0,33.8892
1130.0,34.7751
1131.0,35.1608
1132.0,35.2776
1133.0,35.0217
1134.0,34.244
1135.0,33.7289
1136.0,32.3934
1137.0,32.3418
1138.0,31.5146
1139.0,31.3243
1140.0,32.0848
1141.0,33.2201
1142.0,34.0421
1143.0,34.3276
1144.0,35.9823
1145.0,38.1701
1146.0,38.6618
1147.0,39.943
1148.0,40.8568
1149.0,40.4371
1150.0,40.6501
1151.0,39.519
1152.0,39.0264
1153.0,38.5167
1154.0,36.9287
1155.0,37.1123
1156.0,36.6006
1157.0,36.8697
1158.0,37.1594
1159.0,38.376
1160.0,38.8904
1161.0,39.8008
1162.0,41.1296
1163.0,42.2354
1164.0,42.6776
1165.0,42.9275
1166.0,42.4562
1167.0,41.8842
1168.0,40.6542
1169.0,40.745
1170.0,38.2813
1171.0,37.2887
1172.0,36.2586
1173.0,36.1882
1174.0,35.3681
1175.0,36.0275
1176.0,35.6484
1177.0,36.6775
1178.0,37.0132
1179.0,38.9755
1180.0,38.2561
1181.0,39.1876
1182.0,39.2803
1183.0,38.7469
1184.0,37.6687
1185.0,36.5274
1186.0,35.22
1187.0,33.6941
1188.0,32.7667
1189.0,32.112
1190.0,30.1814
1191.0,29.4312
1192.0,29.9318
1193.0,31.3612
1194.0,30.6559
1195.0,32.4417
1196.0,33.2815
1197.0,33.0839
1198.0,33.973
1199.0,34.4934
1200.0,33.4037
1201.0,32.8186
1202.0,31.7107
1203.0,30.3901
1204.0,29.3376
1205.0,28.0071
1206.0,27.647
1207.0,26.8096
1208.0,27.1094
1209.0,26.7195
1210.0,28.1872
1211.0,29.3982
1212.0,29.4472
1213.0,31.5974
1214.0,33.0182
1215.0,32.8715
1216.0,34.511
1217.0,34.113
1218.0,33.3963
1219.0,33.0837
1220.0,32.5606
1221.0,31.5402
1222.0,30.9866
1223.0,29.8903
1224.0,30.1486
1225.0,29.7372
1226.0,30.8918
1227.0,31.5778
1228.0,32.9262
1229.0,35.1457
1230.0,36.5202
1231.0,37.6135
1232.0,37.9444
1233.0,38.9002
1234.0,39.7489
1235.0,39.1608
1236.0,39.5407
1237.0,38.0559
1238.0,37.1752
1239.0,36.236
1240.0,35.8733
1241.0,35.5268
1242.0,36.0118
1243.0,36.6372
1244.0,36.8097
1245.0,37.7139
1246.0,38.7595
1247.0,40.9228
1248.0,41.335
1249.0,41.6758
1250.0,43.0667
1251.0,43.8553
1252.0,42.3886
1253.0,41.9116
1254.0,40.5566
1255.0,39.3332
1256.0,38.6398
1257.0,37.2451
1258.0,36.8574
1259.0,36.6354
1260.0,36.3774
1261.0,37.5209
1262.0,37.7863
1263.0,38.4134
1264.0,39.7716
1265.0,39.8756
1266.0,40.6357
1267.0,40.6332
1268.0,40.6672
1269.0,39.6176
1270.0,38.2794
1271.0,37.2565
1272.0,36.0444
1273.0,34.3397
1274.0,32.9589
1275.0,31.5898
1276.0,31.238
1277.0,31.4966
1278.0,31.6955
1279.0,32.4633
1280.0,33.3126
1281.0,34.2619
1282.0,34.6455
1283.0,35.2305
1284.0,35.0741
1285.0,33.8814
1286.0,33.545
1287.0,32.8059
1288.0,31.1273
1289.0,30.5435
1290.0,29.7029
1291.0,28.5995
1292.0,27.3932
1293.0,27.8538
1294.0,27.5225
1295.0,27.92
1296.0,28.6983
1297.0,29.8821
1298.0,30.9315
1299.0,32.1166
1300.0,32.8257
1301.0,33.1369
1302.0,33.305
1303.0,33.2344
1304.0,32.4651
1305.0,30.6272
1306.0,29.282
1307.0,29.8544
1308.0,28.3435
1309.0,28.5513
1310.0,28.3308
1311.0,28.6548
1312.0,30.5459
1313.0,31.8726
1314.0,32.7357
1315.0,33.3372
1316.0,35.4244
1317.0,36.8027
1318.0,36.6998
1319.0,37.61
1320.0,37.3879
1321.0,37.1598
1322.0,36.2949
1323.0,35.0991
1324.0,35.2775
1325.0,34.2526
1326.0,34.1373
1327.0,33.9868
1328.0,34.7868
1329.0,35.5639
1330.0,37.061
1331.0,39.158
1332.0,39.2507
1333.0,40.3157
1334.0,42.4191
1335.0,42.2336
1336.0,42.1118
1337.0,42.4459
1338.0,41.0923
1339.0,41.1331
1340.0,39.644
1341.0,38.1981
1342.0,38.4658
1343.0,36.8692
1344.0,37.2822
1345.0,37.3583
1346.0,38.3511
1347.0,39.2962
1348.0,39.6487
1349.0,40.2763
1350.0,41.5352
1351.0,41.5596
1352.0,42.7326
1353.0,41.6558
1354.0,40.7212
1355.0,39.8671
1356.0,37.9513
1357.0,36.7097
1358.0,36.2482
1359.0,34.3769
1360.0,33.4059
1361.0,33.6056
1362.0,33.8284
1363.0,33.9624
1364.0,34.6635
1365.0,34.6973
1366.0,35.1662
1367.0,36.9258
1368.0,36.5169
1369.0,36.5087
1370.0,36.7067
1371.0,35.5829
1372.0,34.4143
1373.0,33.7677
1374.0,31.2524
1375.0,30.5779
1376.0,29.1555
1377.0,28.5062
1378.0,28.6841
1379.0,28.3725
1380.0,28.8641
1381.0,29.8513
1382.0,30.2181
1383.0,30.9928
1384.0,31.7517
1385.0,31.9749
1386.0,33.8371
1387.0,32.4472
1388.0,32.3086
1389.0,31.496
1390.0,30.7502
1391.0,29.9236
1392.0,29.0096
1393.0,27.7368
1394.0,27.5537
1395.0,27.7957
1396.0,28.0698
1397.0,29.6818
1398.0,30.3969
1399.0,31.8207
1400.0,33.1349
1401.0,34.5516
1402.0,35.1083
1403.0,35.1211
1404.0,36.0117
1405.0,35.4234
1406.0,34.9897
1407.0,34.7462
1408.0,34.2482
1409.0,33.0804
1410.0,32.7295
1411.0,33.1442
1412.0,32.805
1413.0,34.3947
1414.0,34.5833
1415.0,34.9221
1416.0,37.335
1417.0,38.5835
1418.0,40.1866
1419.0,40.8937
1420.0,41.1458
1421.0,40.869
1422.0,41.0262
1423.0,40.1791
1424.0,39.4642
1425.0,39.0143
1426.0,38.5826
1427.0,37.3997
1428.0,36.3915
1429.0,37.0421
1430.0,37.7172
1431.0,37.7076
1432.0,38.8596
1433.0,40.0028
1434.0,40.7424
1435.0,42.2044
1436.0,42.4886
1437.0,42.9103
1438.0,42.1664
1439.0,41.713
1440.0,41.1984
1441.0,39.5473
1442.0,39.0796
1443.0,36.9766
1444.0,36.1691
1445.0,35.7015
1446.0,34.3844
1447.0,34.2598
1448.0,34.716
1449.0,36.455
1450.0,36.4894
1451.0,38.4852
1452.0,37.8349
1453.0,38.4552
1454.0,38.9528
1455.0,38.6879
1456.0,37.8699
1457.0,36.3668
1458.0,34.9213
1459.0,33.3076
1460.0,32.0219
1461.0,30.3518
1462.0,29.4399
1463.0,29.3619
1464.0,29.3075
1465.0,29.5837
1466.0,30.7215
1467.0,31.6664
1468.0,32.179
1469.0,33.4669
1470.0,32.8987
1471.0,33.4158
1472.0,32.9628
1473.0,31.8922
1474.0,31.6947
1475.0,30.5785
1476.0,30.0815
1477.0,28.6761
1478.0,27.1993
1479.0,27.8836
1480.0,27.5772
1481.0,27.6959
1482.0,28.133
1483.0,28.8966
1484.0,30.3571
1485.0,32.1891
1486.0,33.6297
1487.0,34.3627
1488.0,34.0759
1489.0,33.9643
1490.0,34.2365
1491.0,32.933
1492.0,33.0309
1493.0,32.0424
1494.0,31.2006
1495.0,30.258
1496.0,30.9418
1497.0,30.7602
1498.0,31.1507
1499.0,31.4812
1500.0,21.989
1501.0,29.3384
1502.0,34.4874
1503.0,36.399
1504.0,36.4041
1505.0,34.7415
1506.0,31.0671
1507.0,28.8955
1508.0,27.9595
1509.0,29.1659
